Employment,Country,Student,EdLevel,DevType,YearsCode,CompTotal,CompFreq,ConvertedComp,WorkWeekHrs,Age,Gender,Ethnicity,NormalizedAnnualCompensation
full-time,Spain,No,Bachelors degree,full-stack,14,37000,Yearly,42393,40,34,Woman,White,37000
full-time,United Kingdom,No,Bachelors degree,Database administrator,20,40000,Monthly,628068,45,33,Man,White,480000
full-time,United States,No,Secondary school,full-stack,20,124000,Yearly,124000,40,43,Man,White,124000
full-time,Spain,Yes,No degree,Developer,7,16000,Yearly,18332,40,23,Man,White,16000
full-time,India,No,Masters degree ,Data or business analyst,8,1150000,Yearly,16092,42,25,Man,Asian,1150000
full-time,India,No,Bachelors degree,full-stack,11,134200,Yearly,1878,63,30,Man,Asian,134200
full-time,Austria,No,No degree,Developer,6,2800,Monthly,38496,43,29,Man,White,33600
full-time,Mexico,No,Bachelors degree,Developer,5,18000,Monthly,11304,40,23,Man,Hispanic,216000
full-time,United States,No,Bachelors degree,Developer,15,0,Yearly,0,40,35,Man,White,0
full-time,Canada,No,Masters degree ,Developer,16,52000,Yearly,39696,32,30,Woman,White,52000
full-time,United States,No,Bachelors degree,Developer,8,70000,Monthly,840000,60,22,Man,Black,840000
full-time,Australia,No,Bachelors degree,Developer,16,158000,Yearly,114597,40,33,Man,Middle Eastern,158000
full-time,Austria,Yes,Secondary school,Developer,10,46000,Monthly,632448,385,30,Man,White,552000
full-time,Estonia,No,Masters degree ,Developer,4,2400,Monthly,33000,40,24,Man,White,28800
full-time,United States,No,Masters degree ,Developer,15,170000,Weekly,2000000,60,34,Man,Asian,8840000
full-time,India,No,Associate degree,Data or business analyst,18,300000,Yearly,4198,40,32,Man,Asian,300000
full-time,United Kingdom,No,Bachelors degree,Database administrator,32,43000,Yearly,56264,38,42,Man,White,43000
full-time,Germany,No,Masters degree ,Academic researcher,2,51400,Yearly,58892,40,28,Man,White,51400
full-time,Guatemala,No,Bachelors degree,Developer,16,14000,Monthly,21612,48,32,Man,Hispanic,168000
full-time,India,No,Bachelors degree,full-stack,2,14800,Monthly,2484,44,23,Man,,177600
full-time,United Kingdom,No,Bachelors degree,Database administrator,30,50000,Yearly,65424,37.5,39,Man,White,50000
part-time,Norway,Yes,No degree,Data scientist or machine learning specialist,3,218000,Monthly,309984,21,21,Man,White,2616000
full-time,United States,No,Bachelors degree,Developer,35,140000,Yearly,140000,40,45,Man,Asian,140000
full-time,Poland,No,Bachelors degree,Developer,11,9400,Monthly,30144,40,28,Man,White,112800
full-time,United Kingdom,No,Bachelors degree,Designer,16,60000,Yearly,78508,37.5,38,Man,,60000
full-time,India,No,Bachelors degree,full-stack,3,45000,Monthly,7560,50,27,Man,,540000
full-time,United States,No,Bachelors degree,full-stack,10,76000,Yearly,76000,40,22,Man,White,76000
full-time,Poland,Yes,Masters degree ,Data or business analyst,12,16200,Monthly,51948,38,30,Man,White,194400
full-time,United States,No,Masters degree ,Developer,12,93000,Yearly,93000,41,36,Man,White,93000
full-time,France,No,Other doctoral degree ,full-stack,31,2500,Monthly,34368,35,47,Man,Middle Eastern,30000
full-time,Russian Federation,No,Other doctoral degree ,Data scientist or machine learning specialist,8,130000,Monthly,23832,50,30,Man,White,1560000
full-time,United States,No,Bachelors degree,full-stack,20,190000,Yearly,190000,45,38,Man,Asian,190000
full-time,United States,No,Bachelors degree,Developer,4,65000,Yearly,65000,40,23,Man,White,65000
full-time,Germany,Yes,Bachelors degree,Database administrator,7,4500,Monthly,61872,35,28,Woman,White,54000
full-time,Bosnia and Herzegovina,Yes,Secondary school,Developer,7,83000,Yearly,48660,40,35,Man,White,83000
full-time,India,No,Professional degree,full-stack,7,,Monthly,,45,26,Man,Asian,
full-time,Tunisia,No,Masters degree ,Developer,4,1000,Monthly,4044,40,24,Man,Middle Eastern,12000
full-time,Romania,No,Masters degree ,Database administrator,32,,Monthly,,40,53,Man,White,
full-time,United States,No,Masters degree ,Developer,6,125000,Yearly,125000,45,25,Man,White,125000
full-time,Iran,No,Bachelors degree,Developer,4,30000000,Monthly,8556,44,25,Man,Middle Eastern,360000000
full-time,Bolivia,No,Professional degree,full-stack,15,5000,Monthly,60000,55,35,Man,Hispanic,60000
full-time,United States,No,Bachelors degree,Developer,2,1140,Weekly,57000,40,28,Non-binary,White,59280
full-time,Iran,No,No degree,Developer,15,75000000,Monthly,21372,45,30,Man,Middle Eastern,900000000
full-time,Germany,No,Bachelors degree,full-stack,8,48000,Monthly,659952,40,32,Man,White,576000
full-time,Pakistan,No,Bachelors degree,Developer,6,50000,Weekly,18050,50,28,Man,Asian,2600000
full-time,United States,No,Bachelors degree,Developer,4,60000,Yearly,60000,40,,Man,White,60000
full-time,Indonesia,No,Bachelors degree,Developer,5,9500000,Monthly,8172,40,25,Man,,114000000
full-time,United States,No,Bachelors degree,Developer,43,136000,Yearly,136000,40,63,Man,White,136000
full-time,France,No,Masters degree ,Developer,13,45000,Yearly,51559,30,24,Man,White,45000
full-time,United States,No,Bachelors degree,full-stack,10,,Monthly,,40,25,Man,White,
full-time,Norway,No,Bachelors degree,Developer,12,1300000,Yearly,154043,40,32,Man,White,1300000
full-time,Finland,No,Masters degree ,Developer,19,64000,Yearly,73328,45,36,Man,White,64000
part-time,India,Yes,Bachelors degree,full-stack,3,10000,Monthly,1680,8,22,Man,Asian,120000
full-time,United States,No,No degree,Database administrator,15,90000,Yearly,90000,60,27,Man,White,90000
full-time,India,No,Masters degree ,Developer,8,,Monthly,,45,29,Man,,
full-time,Slovenia,Yes,Secondary school,Designer,5,2000,Monthly,27492,45,27,Man,White,24000
full-time,Czech Republic,No,Bachelors degree,Data scientist or machine learning specialist,12,650000,Yearly,28955,35,25,Man,White,650000
full-time,United Kingdom,No,Bachelors degree,Developer,7,31000,Yearly,40563,40,23,Man,White,31000
full-time,United States,No,Bachelors degree,Developer,13,87000,Yearly,87000,40,26,Man,White,87000
full-time,United States,No,Bachelors degree,Developer,7,48000,Yearly,48000,40,24,Man,White,48000
full-time,Poland,No,Masters degree ,Academic researcher,10,10000,Monthly,32064,40,30,Man,White,120000
full-time,United States,No,No degree,Database administrator,13,82400,Yearly,82400,40,26,Man,White,82400
full-time,Switzerland,No,Masters degree ,Data scientist or machine learning specialist,7,83000,Yearly,83384,40,25,Man,White,83000
full-time,Canada,No,Bachelors degree,Developer,14,115000,Yearly,87789,40,33,Man,White,115000
full-time,United States,No,Masters degree ,Developer,21,120000,Yearly,120000,40,38,Man,Asian,120000
full-time,India,No,Masters degree ,Developer,5,,Monthly,,40,23,Man,Asian,
full-time,Poland,No,Bachelors degree,Developer,8,10300,Monthly,33024,40,30,Man,White,123600
full-time,United States,No,Bachelors degree,Database administrator,13,2880,Weekly,144000,40,26,Man,Hispanic,149760
full-time,India,No,Bachelors degree,Database administrator,4,21000,Monthly,3528,44,24,Man,,252000
full-time,Switzerland,No,Secondary school,full-stack,3,50000,Yearly,50232,40,19,Man,White,50000
full-time,Germany,No,No degree,Developer,3,2600,Monthly,35748,45,28,Man,White,31200
full-time,United States,No,Bachelors degree,Developer,11,133500,Yearly,133500,40,29,Man,White,133500
full-time,United States,No,Bachelors degree,Developer,7,85000,Yearly,85000,40,31,Man,White,85000
full-time,United States,No,Bachelors degree,Developer,10,,Monthly,,60,31,Man,White,
full-time,Germany,No,Masters degree ,Developer,27,58000,Yearly,66453,40,39,Man,,58000
full-time,United Kingdom,No,Bachelors degree,Developer,4,23000,Yearly,30095,40,24,Man,Hispanic,23000
part-time,Turkey,Yes,Secondary school,Database administrator,9,4600,Monthly,10596,25,22,Man,White,55200
full-time,Denmark,No,Bachelors degree,Designer,8,34000,Monthly,62604,37,30,Man,Hispanic,408000
full-time,United States,No,Bachelors degree,full-stack,10,125000,Yearly,125000,40,30,Man,,125000
full-time,Pakistan,Yes,Bachelors degree,Developer,7,1000,Monthly,12000,40,22,Man,Asian,12000
full-time,India,No,Bachelors degree,full-stack,6,700000,Yearly,9795,6,24,Man,Asian,700000
full-time,United Kingdom,No,Bachelors degree,full-stack,16,70000,Yearly,91593,35,33,Man,White,70000
full-time,Croatia,No,Masters degree ,Data scientist or machine learning specialist,14,80000,Yearly,91660,40,33,Man,White,80000
full-time,United States,No,Associate degree,full-stack,1,45000,Yearly,45000,40,32,Man,White,45000
full-time,Germany,No,No degree,Developer,15,30000,Yearly,34372,40,30,Man,White,30000
full-time,India,Yes,Bachelors degree,Developer,10,1700000,Yearly,23788,40,21,Man,Asian,1700000
full-time,Brazil,No,Bachelors degree,Database administrator,11,13000,Monthly,42612,30,31,Man,Hispanic,156000
full-time,Czech Republic,No,Bachelors degree,Developer,15,1160,Monthly,15948,40,38,Man,White,13920
part-time,Germany,Yes,No degree,Database administrator,8,400,Monthly,5496,20,24,Man,White,4800
full-time,"Venezuela, Bolivarian Republic of...",No,Bachelors degree,Developer,6,9000,Yearly,9000,40,25,Man,Hispanic,9000
full-time,Austria,No,Masters degree ,Academic researcher,8,62000,Yearly,71036,40,,Man,White,62000
full-time,United Kingdom,No,Masters degree ,Developer,23,66900,Yearly,87537,40,33,Woman,White,66900
part-time,United States,Yes,No degree,Academic researcher,4,1600,Monthly,19200,20,23,Man,White,19200
full-time,Canada,No,No degree,full-stack,27,100000,Yearly,76339,42,37,Man,White,100000
full-time,United States,No,Bachelors degree,Data scientist or machine learning specialist,26,135000,Yearly,135000,50,41,Man,White,135000
full-time,Bulgaria,No,Bachelors degree,Developer,16,4500,Monthly,31596,32,36,Man,,54000
full-time,New Zealand,No,Bachelors degree,Developer,10,80000,Yearly,55176,40,35,Man,White,80000
full-time,United States,No,Bachelors degree,full-stack,7,150000,Yearly,150000,40,31,Man,Asian,150000
full-time,Sweden,No,Masters degree ,full-stack,15,700000,Yearly,77326,40,30,Man,White,700000
full-time,United States,No,Masters degree ,full-stack,7,120000,Yearly,120000,40,29,Man,White,120000
full-time,Greece,Yes,Bachelors degree,full-stack,14,1200,Monthly,16500,40,30,Man,White,14400
full-time,Russian Federation,No,Masters degree ,Developer,9,194000,Monthly,35568,45,31,Man,White,2328000
full-time,United Kingdom,No,Bachelors degree,full-stack,6,41000,Yearly,53647,40,25,Man,White,41000
full-time,Argentina,No,No degree,Developer,5,55400,Monthly,17892,45,28,Man,Hispanic,664800
full-time,France,Yes,Bachelors degree,Developer,5,2166,Monthly,29784,39,22,Man,White,25992
full-time,United States,No,Bachelors degree,Database administrator,4,75000,Yearly,75000,40,25,Man,White,75000
full-time,United States,No,Bachelors degree,Developer,25,220000,Yearly,220000,35,42,Man,,220000
full-time,Canada,No,Masters degree ,full-stack,14,80000,Yearly,61071,38,32,Man,White,80000
full-time,Bulgaria,Yes,Masters degree ,Academic researcher,9,6000,Monthly,42120,40,29,Man,White,72000
full-time,United States,No,Bachelors degree,Developer,12,96000,Yearly,96000,40,30,Man,Hispanic,96000
full-time,Canada,No,Bachelors degree,full-stack,29,161000,Yearly,122905,40,48,Man,White,161000
full-time,United Kingdom,No,Bachelors degree,Developer,25,60000,Yearly,78508,45,42,Man,White,60000
full-time,Brazil,No,Bachelors degree,Developer,10,5500,Monthly,18036,160,29,Man,White,66000
full-time,Romania,No,Masters degree ,Developer,15,20000,Monthly,57828,40,29,Man,White,240000
full-time,Brazil,No,,Academic researcher,8,3300,Monthly,10824,44,26,Man,,39600
full-time,United States,No,Bachelors degree,Data or business analyst,24,,,,40,40,Man,Asian,
full-time,Switzerland,No,Masters degree ,Developer,12,120000,Yearly,120556,42,29,Man,White,120000
full-time,United States,No,Bachelors degree,Developer,25,,Weekly,,48,43,Man,Native,
full-time,Sweden,No,No degree,Developer,,20000,Monthly,26508,40,47,Man,White,240000
full-time,United States,No,Bachelors degree,full-stack,10,,Yearly,,40,27,Man,White,
full-time,United Kingdom,No,Masters degree ,full-stack,10,45000,Yearly,58881,40,33,Woman,White,45000
full-time,United States,No,Masters degree ,full-stack,20,230000,Yearly,230000,40,36,Man,White,230000
full-time,Netherlands,No,No degree,Developer,17,50148,Yearly,57457,40,35,Man,White,50148
full-time,Canada,Yes,Masters degree ,full-stack,2,100000,Yearly,76339,40,29,Man,Asian,100000
full-time,Spain,No,Bachelors degree,full-stack,6,22000,Yearly,25206,40,24,Man,White,22000
full-time,Germany,No,No degree,full-stack,13,5000,Monthly,68748,37,28,Man,White,60000
full-time,Canada,No,Bachelors degree,System administrator,6,86000,Yearly,65651,37.5,26,Man,White,86000
full-time,United States,Yes,Bachelors degree,Data or business analyst,10,52000,Yearly,52000,40,22,Man,White,52000
full-time,India,Yes,Masters degree ,Designer,15,1800000,Yearly,25187,40,32,Man,Asian,1800000
full-time,United States,No,,full-stack,3,130,Yearly,130,40,30,Man,White,130
full-time,Ukraine,No,Masters degree ,Designer,23,35000,Monthly,15144,40,41,Man,White,420000
part-time,United Kingdom,Yes,Masters degree ,Academic researcher,24,1000,Monthly,15696,40,39,Man,Asian,12000
full-time,United States,No,Secondary school,DevOps specialist,7,164000,Yearly,164000,50,28,Man,White,164000
full-time,France,No,Masters degree ,full-stack,7,45000,Yearly,51559,50,21,Man,White,45000
full-time,United Kingdom,No,Masters degree ,full-stack,13,45000,Yearly,58881,40,27,Man,White,45000
full-time,India,No,Bachelors degree,Developer,5,31000,Monthly,5208,38,26,Man,Asian,372000
full-time,Spain,No,Bachelors degree,full-stack,8,28000,Yearly,32081,45,25,Man,White,28000
full-time,India,No,Bachelors degree,Developer,5,3150000,Yearly,44077,6,25,Man,,3150000
full-time,United Kingdom,No,Bachelors degree,DevOps specialist,10,45000,Yearly,58881,40,28,Man,White,45000
full-time,United States,No,Masters degree ,full-stack,20,106000,Yearly,106000,40,42,Man,White,106000
full-time,Colombia,Yes,Bachelors degree,Developer,3,,Monthly,,8,22,Woman,Hispanic,
full-time,United Kingdom,No,Bachelors degree,full-stack,22,36000,Yearly,47105,40,24,Man,White,36000
full-time,United States,No,Bachelors degree,Database administrator,15,160000,Yearly,160000,45,30,Man,White,160000
full-time,Philippines,,Bachelors degree,Developer,6,15000,Monthly,3444,9,22,Man,Asian,180000
full-time,France,Yes,No degree,,6,,Monthly,,35,27,Man,White,
full-time,France,No,Masters degree ,Database administrator,10,2700,Monthly,37128,35,28,Man,White,32400
full-time,France,No,Masters degree ,Developer,7,55000,Yearly,63016,,27,Man,White,55000
full-time,United States,No,Masters degree ,Developer,23,120000,Yearly,120000,35,48,Man,Hispanic,120000
full-time,Russian Federation,No,Professional degree,Database administrator,3,,Monthly,,42,26,Man,White,
full-time,Honduras,No,Bachelors degree,Developer,10,480000,Yearly,19616,40,28,Man,Hispanic,480000
full-time,Portugal,No,Secondary school,full-stack,10,25000,Yearly,28644,46,21,Man,,25000
full-time,Kenya,No,Bachelors degree,Developer,3,45000,Monthly,5376,45,27,Man,Black,540000
full-time,Spain,No,Bachelors degree,Developer,12,10500,Monthly,144360,45,36,Man,White,126000
full-time,Republic of Moldova,No,Secondary school,Developer,16,2000,Monthly,27492,40,29,Man,White,24000
full-time,Norway,No,Masters degree ,Designer,5,510000,Yearly,60432,50,25,Man,White,510000
full-time,India,Yes,Masters degree ,full-stack,7,1450000,Yearly,20290,40,31,Man,Asian,1450000
full-time,Brazil,No,Masters degree ,Data or business analyst,18,6000,Monthly,19668,40,30,Man,White,72000
full-time,United Kingdom,No,Bachelors degree,Developer,10,45000,Yearly,58881,40,26,Man,White,45000
full-time,United States,No,Masters degree ,Developer,3,78000,Yearly,78000,35,33,Man,White,78000
full-time,United States,No,Masters degree ,Developer,20,120000,Yearly,120000,40,34,Man,White,120000
full-time,Mauritius,No,Bachelors degree,Developer,7,33500,Monthly,11856,48,25,Man,,402000
full-time,Turkey,No,Masters degree ,full-stack,10,8000,Monthly,18432,50,28,Man,Middle Eastern,96000
full-time,India,Yes,No education,Data or business analyst,3,30000,Monthly,5040,36,24,Man,Asian,360000
full-time,Liechtenstein,No,Secondary school,full-stack,6,59000,Monthly,811188,42,23,Man,Middle Eastern,708000
full-time,Germany,No,Masters degree ,full-stack,12,4700,Monthly,64620,40,30,Man,White,56400
full-time,Australia,No,Bachelors degree,Data scientist or machine learning specialist,8,65000,Monthly,565728,40,23,Man,White,780000
full-time,Poland,No,Bachelors degree,Developer,12,12500,Monthly,40080,43,30,Man,White,150000
full-time,Greece,No,Masters degree ,Developer,17,3000,Monthly,41244,38,35,Woman,White,36000
full-time,Brazil,No,,Developer,7,4700,Monthly,15408,40,24,Man,Hispanic,56400
